Unnamed: 0,Name,Company,LinkedIn,Batch,exit_value_usd,total_funding_usd
0,Paul Huelskamp,Moxion Power Co.,https://www.linkedin.com/in/paulhuelskamp,W21,0.0,210000000.0
1,Alexander Meek,Moxion Power Co.,https://www.linkedin.com/in/alexandermeek/,W21,0.0,210000000.0
2,Aadit Palicha,Zepto,https://www.linkedin.com/in/aadit-palicha/,W21,0.0,1350000000.0
3,Kaivalya Vohra,Zepto,https://www.linkedin.com/in/kaivalya-vohra/,W21,0.0,1350000000.0
4,Artur Ribas,Kiwify,https://www.linkedin.com/in/artur-ribas-01b104157/,W21,0.0,130000.0
5,Marinho Gomes,Kiwify,https://www.linkedin.com/in/marinho-gomes/,W21,0.0,130000.0
6,Dzung Dang,Nano Technologies,https://www.linkedin.com/in/%F0%9F%94%AD-dzung-dang-1565425/,W21,0.0,9400000.0
7,Thang Nguyen,Nano Technologies,https://www.linkedin.com/in/thang-nguyen-92620557/,W21,0.0,9400000.0
8,Ben Eluan,Flux,https://www.linkedin.com/in/ben-eluan,W21,0.0,125000.0
9,Israel Akintunde,Flux,https://www.linkedin.com/in/israel-akintunde-a0b801134/,W21,0.0,125000.0
10,Osezele Orukpe,Flux,https://www.linkedin.com/in/osezele-orukpe-1a37a9167/,W21,0.0,125000.0
11,Manuel Rodriguez Dao,Meru.com,https://linkedin.com/in/manuel-rodriguez-dao-aa78ab97,W21,0.0,0.0
12,Virgile Fiszman,Meru.com,https://www.linkedin.com/in/virgile-fiszman-213ab39a/,W21,0.0,0.0
13,Federico Moscato,Meru.com,https://www.linkedin.com/in/federico-moscato-5112ab125/,W21,0.0,0.0
14,Eduardo Mata,Meru.com,https://www.linkedin.com/in/eduardo-mata-mitzunaga-680589147/,W21,0.0,0.0
15,Joseph Ifiegbu,eqtble,https://www.linkedin.com/in/joseph-ifiegbu/,W21,0.0,2700000.0
16,Gabe Horwitz,eqtble,https://www.linkedin.com/in/gabrielmhorwitz/,W21,0.0,2700000.0
17,Ethan Veres,eqtble,https://www.linkedin.com/in/ethanveres,W21,0.0,2700000.0
18,Soy Hwang,R.care,https://www.linkedin.com/in/soyeon-h-b4159b5b,W21,0.0,0.0
19,Sunny Kim,R.care,https://www.linkedin.com/in/sunny-kim-00855ba1/,W21,0.0,0.0
20,Yon Soo Park,R.care,https://www.linkedin.com/in/yon-soo-park-3647b71b8,W21,0.0,0.0
21,Phil Daneshyar,Kanda,https://www.linkedin.com/in/phildaneshyar/,W21,0.0,0.0
22,Richard Fleeman,Kanda,https://www.linkedin.com/in/richard-fleeman-9539b4166/,W21,0.0,0.0
23,Rob Gallagher,Kanda,https://www.linkedin.com/in/rob-gallagher/,W21,0.0,0.0
24,Jeffrey Morgan,Ollama,https://www.linkedin.com/in/jmorganca/,W21,0.0,625000.0
25,Michael Chiang,Ollama,https://www.linkedin.com/in/mchiang0610/,W21,0.0,625000.0
26,Ali Abramovitz,Chorus Sleep,https://www.linkedin.com/in/ali-abramovitz-cook-69458459/,W21,0.0,0.0
27,MK Hurlbutt,Chorus Sleep,https://www.linkedin.com/in/mkhurlbutt/,W21,0.0,0.0
28,Warren Runk,Chorus Sleep,https://www.linkedin.com/in/warrenrunk,W21,0.0,0.0
29,Don Pansacola,NextPay,https://www.linkedin.com/in/donpansacola/,W21,0.0,1725000.0
30,Aldrich Tan,NextPay,https://www.linkedin.com/in/aldricht/,W21,0.0,1725000.0
31,Moustafa Mahmoud,Camlist,https://www.linkedin.com/in/mmahm/,W21,0.0,1300000.0
32,Maha Refai,Camlist,https://www.linkedin.com/in/maharefai/,W21,0.0,1300000.0
33,Anupom Syam,AXAR AI,https://linkedin.com/in/anupom,W21,0.0,0.0
34,Hana Mohan,MagicBell,https://www.linkedin.com/in/unamashana/,W21,0.0,4430000.0
35,Josue Montano,MagicBell,https://www.linkedin.com/in/josuemontanoa/,W21,0.0,4430000.0
36,Kyriakos Eleftheriou,Terra API,https://www.linkedin.com/in/kyriakos-eleftheriou/,W21,0.0,2800000.0
37,Carl-Emil Grøn Christensen,Reshape Biotech,https://linked.in/in/carlemilg,W21,0.0,28100000.0
38,Magnus Nyborg Madsen,Reshape Biotech,https://www.linkedin.com/in/magnusnm/,W21,0.0,28100000.0
39,Daniel Storgaard,Reshape Biotech,https://linkedin.com/in/danielstor,W21,0.0,28100000.0
40,Mohamed El Mahallawy,Shepherd,http://linkedin.com/in/mmahalwy,W21,0.0,19650000.0
41,Justin Levine,Shepherd,https://www.linkedin.com/in/justindlevine29/,W21,0.0,19650000.0
42,Mit Patel,SwiftSku,https://www.linkedin.com/in/mitpatel283,W21,0.0,3550000.0
43,Daniel Mazur,SwiftSku,https://www.linkedin.com/in/danielmazur1,W21,0.0,3550000.0
44,Alexander Murer,Kilobaser,https://www.linkedin.com/in/alexander-murer-ab76aa97/,W21,0.0,160000.0
45,Martin Jost,Kilobaser,https://www.linkedin.com/in/martinjost/,W21,0.0,160000.0
46,Bernhard Tittelbach,Kilobaser,https://www.linkedin.com/in/bernhard-tittelbach-a903a696/,W21,0.0,160000.0
47,Saul Armando Lepe Soltero,My NextDerma,https://www.linkedin.com/mwlite/in/armando-soltero-603b6a201,W21,0.0,0.0
48,Luis Alberto Guevara Mendoza,My NextDerma,https://www.linkedin.com/in/luis-alberto-guevara-mendoza-23511656/,W21,0.0,0.0
50,Max Liben,H3X Technologies,http://linkedin.com/in/max-liben-381360118,W21,0.0,28680000.0
51,Eric Maciolek,H3X Technologies,https://www.linkedin.com/in/eric-maciolek-677425a5/,W21,0.0,28680000.0
52,Jason Sylvestre,H3X Technologies,https://www.linkedin.com/in/jason-sylvestre/,W21,0.0,28680000.0
53,Sam Yang,Bloom,https://www.linkedin.com/in/samuel-q-yang/,W21,0.0,3000000.0
54,Ahana Banerjee,Clear,https://www.linkedin.com/in/ahana-banerjee/,W21,0.0,125000.0
55,Christopher Compean,Mayan,https://www.linkedin.com/in/chriscompean/,W21,0.0,7000000.0
56,Javier Garcia,Mayan,https://linkedin.com/in/jagarcia29,W21,0.0,7000000.0
57,Sarim Khan,Triomics,https://www.linkedin.com/in/sarim-khan-b54485137/,W21,0.0,15000000.0
58,Sajjan Rajpurohit,Triomics,https://in.linkedin.com/in/dr-sajjan-rajpurohit-b2994b36,W21,0.0,15000000.0
59,Hrituraj Singh,Triomics,https://linkedin.com/in/hrituraj1997,W21,0.0,15000000.0
60,Doug Neumann,Arpio,https://www.linkedin.com/in/dougneumann/,W21,0.0,10380000.0
61,Shaw Terwilliger,Arpio,https://www.linkedin.com/in/shaw-terwilliger-64079076/,W21,0.0,10380000.0
62,Jarek Sygitowicz,Authologic,https://www.linkedin.com/in/sygitowicz/,W21,0.0,8660000.0
63,Krzysztof Klimczak,Authologic,https://www.linkedin.com/in/krzysztofklimczak/,W21,0.0,8660000.0
64,Marek Rogoziński,Authologic,https://www.linkedin.com/in/marek-rogozinski/,W21,0.0,8660000.0
65,Alex Circei,Waydev,https://www.linkedin.com/in/alexcircei,W21,0.0,130000.0
66,Valentin Buzea,Waydev,https://www.linkedin.com/in/valentinbuzea/,W21,0.0,130000.0
67,Benita Nagel,Nuntius Therapeutics,https://www.linkedin.com/in/benita-nagel-a71ba879/,W21,0.0,130000.0
68,Albert Kwok,Nuntius Therapeutics,https://www.linkedin.com/in/albert-kwok-1344a858/,W21,0.0,130000.0
69,Ekram Alam,MindPortal,https://www.linkedin.com/in/ekram-alam-9b7869179/,W21,0.0,5130000.0
70,Jack Baber,MindPortal,https://www.linkedin.com/in/jack-baber-489960168/,W21,0.0,5130000.0
71,Victor Rivera,Avion School,https://www.linkedin.com/in/victor-rivera-a87b70124/,W21,0.0,130000.0
72,John Young,Avion School,https://linkedin.com/in/work-john-young,W21,0.0,130000.0
73,Ivan Pushkarsky,Forcyte Biotechnologies,https://www.linkedin.com/in/ivan-pushkarsky-a698663a/,W21,0.0,5700000.0
74,Dino Di Carlo,Forcyte Biotechnologies,https://www.linkedin.com/in/dino-di-carlo/,W21,0.0,5700000.0
75,Naeem T,Moonvalley,http://www.linkedin.com/in/naeemtal,W21,0.0,70000000.0
76,John Thomas,Moonvalley,http://linkedin.com/in/johnkthomas,W21,0.0,70000000.0
77,Andrios Robert,hoop.dev,https://www.linkedin.com/in/andrios/,W21,0.0,5000000.0
78,Julien Quintard,Routine,https://www.linkedin.com/in/julienquintard/,W21,0.0,0.0
79,Quentin Hocquet,Routine,https://www.linkedin.com/in/quentin-hocquet-27a3224/,W21,0.0,0.0
80,Hassan Bourgi,Djamo,https://www.linkedin.com/in/hassan-bourgi-13165136/,W21,0.0,14000000.0
81,Regis Bamba,Djamo,https://www.linkedin.com/in/regisbamba,W21,0.0,14000000.0
82,Lukas Kaminskis,Turing College,https://www.linkedin.com/in/lukaskaminskis/,W21,0.0,5190000.0
83,Tomas Moska,Turing College,https://www.linkedin.com/in/alanturing/,W21,0.0,5190000.0
84,Benas Sidlauskas,Turing College,https://www.linkedin.com/in/turingalan/,W21,0.0,5190000.0
85,Hasan Nawaz,HUBUC,https://www.linkedin.com/in/hasannawaz/,W21,0.0,10000000.0
86,Ignacio Javierre,HUBUC,https://www.linkedin.com/in/ignaciojavierre/,W21,0.0,10000000.0
87,Matija Šošić,Wasp,https://www.linkedin.com/in/matijasosic,W21,0.0,1500000.0
88,Martin Sosic,Wasp,https://www.linkedin.com/in/martinsosic,W21,0.0,1500000.0
89,Tunde Kara,Vendease,https://www.linkedin.com/in/tunde-kara-a0345121/,W21,0.0,33330000.0
90,Gatumi Aliyu,Vendease,https://www.linkedin.com/in/gatumialiyu/,W21,0.0,33330000.0
91,Olumide Fayankin,Vendease,https://www.linkedin.com/in/olumide-fayankin-3a450339/,W21,0.0,33330000.0
92,Oyewale Oyepeju,Vendease,https://www.linkedin.com/in/waleoyepeju/,W21,0.0,33330000.0
93,Adar Hay,Jiga,https://www.linkedin.com/in/adarhay/,W21,0.0,4360000.0
94,Assaf Geuz,Jiga,https://www.linkedin.com/in/assaf-geuz-jiga/,W21,0.0,4360000.0
95,Yonatan Wolowelsky,Jiga,https://www.linkedin.com/in/yonatan-wolowelsky-2454553a/,W21,0.0,4360000.0
96,Marcos Pileggi Filho,Broad,https://www.linkedin.com/in/marcospileggifilho/,W21,0.0,0.0
97,Juliano Alves,Broad,https://www.linkedin.com/in/julianopalves/,W21,0.0,0.0
98,Caio Almeida,Estoca,https://www.linkedin.com/in/caioborgesalmeida/,W21,0.0,9140000.0
99,Rodrigo Cava,Estoca,https://www.linkedin.com/in/rodrigocava,W21,0.0,9140000.0
100,Nick Gulino,Recover,https://www.linkedin.com/in/nick-gulino-aa680a7a,W21,0.0,0.0
101,Neil McLean,Navattic,https://www.linkedin.com/in/neil-mclean/,W21,0.0,4250000.0
102,Randy Frank,Navattic,https://www.linkedin.com/in/randolph-frank/,W21,0.0,4250000.0
103,Chris Hoyle,Navattic,https://www.linkedin.com/in/christopher-hoyle,W21,0.0,4250000.0
104,Paul Hetherington,Mystic,https://www.linkedin.com/in/paul-hetherington/,W21,0.0,4670000.0
105,Aly Murray,UPchieve,https://www.linkedin.com/in/alymurray/,W21,0.0,0.0
106,Forrest Heath,Somos,https://www.linkedin.com/in/forrestheath3,W21,0.0,0.0
107,Priyam Saraswat,Voosh,https://www.linkedin.com/in/priyam-saraswat-93836020/,W21,0.0,130000.0
108,Kshitiz Sanghi,Voosh,htpp://linkedin.com/in/kshitizsanghi/,W21,0.0,130000.0
109,Nicolas Fuenzalida,Poliglota,https://www.linkedin.com/in/nicolasfuenzalida/,W21,0.0,4980000.0
110,Carlos Aravena,Poliglota,https://www.linkedin.com/in/carlos-aravena-poliglota,W21,0.0,4980000.0
111,Jose Sanchez,Poliglota,https://www.linkedin.com/in/josemasanchez/,W21,0.0,4980000.0
112,Mostafa Ashour,peopleCQ,http://www.linkedin.com/in/mostafaashour,W21,0.0,0.0
113,Ahmed Abuelenien,peopleCQ,https://www.linkedin.com/in/sa6ry/,W21,0.0,0.0
114,Arthur Coudouy,Axolo,https://www.linkedin.com/in/arthurcoudouy/,W21,0.0,0.0
115,Sydney Cohen,Axolo,https://www.linkedin.com/in/cohensydney/,W21,0.0,0.0
116,Omar Ekram,Dayra,https://www.linkedin.com/in/omar-ekram-56088128/,W21,0.0,3000000.0
117,Eduardo Mussali,Rethoric,http://www.linkedin.com/in/eduardomussali,W21,0.0,0.0
118,Frederik Obasi,Prospa,http://ng.linkedin.com/in/frederikobasi,W21,0.0,3800000.0
119,Andrew Dolinski,Jetdocs,https://www.linkedin.com/in/dolinskiandrew/,W21,0.0,260000.0
120,Alex Kovalev,Jetdocs,https://www.linkedin.com/in/alex-kovalev-389a7463/,W21,0.0,260000.0
121,Hermann Frank,Gigs,https://www.linkedin.com/in/hermannfrank,W21,0.0,93125000.0
122,Dennis Bauer,Gigs,https://www.linkedin.com/in/dennisjbauer/,W21,0.0,93125000.0
123,Mohit Kumar,BusinessOnBot,https://www.linkedin.com/in/mohit-kumar-4a563491/,W21,0.0,1300000.0
124,Aditya Chintapalli,BusinessOnBot,https://www.linkedin.com/in/aditya-chintapalli-a37943110,W21,0.0,1300000.0
125,Kirushanth Kumar,BusinessOnBot,https://www.linkedin.com/in/kirushanth-kumar-319588b3/,W21,0.0,1300000.0
126,Billy Thalheimer,REGENT,https://www.linkedin.com/in/williamthalheimer/,W21,0.0,90000000.0
127,Michael Klinker,REGENT,https://www.linkedin.com/in/michael-klinker-85a1a989/,W21,0.0,90000000.0
128,Alejandro Leon,Spline,https://www.linkedin.com/in/alelepd/,W21,0.0,25000000.0
129,Carol Riboud,OlaClick,https://www.linkedin.com/in/carol-riboud-7946832b/,W21,0.0,6400000.0
130,Ulysse Lichtle,OlaClick,https://www.linkedin.com/in/ulysse-lichtl%C3%A9-35a7b085/,W21,0.0,6400000.0
131,Jose RICO,OlaClick,https://www.linkedin.com/in/jmrico/,W21,0.0,6400000.0
132,Morgan Zysman,OlaClick,https://www.linkedin.com/in/morgan-zysman-4a973867/,W21,0.0,6400000.0
133,Lluis Canadell,Treinta,https://www.linkedin.com/in/lluiscanadell/,W21,0.0,46500000.0
134,Man Hei Lou,Treinta,http://www.linkedin.com/in/manheilou,W21,0.0,46500000.0
135,Tom Hacohen,Svix,https://uk.linkedin.com/in/tomhacohen/,W21,0.0,10400000.0
136,Dan Hunt,Foster,http://linkedin.com/danhuntco,W21,0.0,0.0
137,Steffen Schweiger,Machine26,http://www.linkedin.com/in/steffenschweiger,W21,0.0,125000.0
138,Christian Schweiger,Machine26,https://www.linkedin.com/in/christian-schweiger,W21,0.0,125000.0
139,Shubham Bansal,Leap Club,https://www.linkedin.com/in/shubhambansal91/,W21,0.0,2200000.0
140,Divish Gupta,Leap Club,https://www.linkedin.com/in/divish-gupta/,W21,0.0,2200000.0
141,Rituraj Yadav,Rejoy Health,https://www.linkedin.com/in/rituraj0/,W21,0.0,130000.0
142,Ritu Ranjna,Rejoy Health,https://www.linkedin.com/in/rituranjna/,W21,0.0,130000.0
143,Brittani Dunlap,FlowEQ,https://www.linkedin.com/in/brittanimccall/,W21,0.0,0.0
144,Isabel Poppek,Alpas,https://de.linkedin.com/in/isabel-poppek,W21,0.0,0.0
145,Nils Vollmer,Alpas,https://www.linkedin.com/in/nils-vollmer/,W21,0.0,0.0
146,Peter Condoleon,GreaseBoss,https://www.linkedin.com/company/30238673,W21,0.0,2500000.0
147,Tim Hall,GreaseBoss,https://www.linkedin.com/in/timothyhall87/,W21,0.0,2500000.0
148,Sam Gichuru,Kidato,https://www.linkedin.com/in/samgichuru,W21,0.0,1525000.0
149,Abel Mengistu,FlutterFlow,https://www.linkedin.com/in/asmengistu/,W21,0.0,27130000.0
150,Alex Greaves,FlutterFlow,https://www.linkedin.com/in/alex-greaves-6880b19b/,W21,0.0,27130000.0
151,Julio Guzman,AgendaPro,https://www.linkedin.com/in/julioagg/,W21,0.0,3700000.0
152,Sebastian Hevia,AgendaPro,https://www.linkedin.com/in/sebastian-hevia-ovalle/,W21,0.0,3700000.0
153,Nicolás Rossi,AgendaPro,https://www.linkedin.com/in/nicolas-rossi-brotfeld/,W21,0.0,3700000.0
154,Matias Ulloa,AgendaPro,https://www.linkedin.com/in/mat%C3%ADas-ulloa-11b21640/,W21,0.0,3700000.0
155,Hassan Khajeh-Hosseini,Infracost,https://www.linkedin.com/in/hassanhosseini/,W21,0.0,2200000.0
156,Ali Khajeh-Hosseini,Infracost,https://www.linkedin.com/in/alikhajeh1/,W21,0.0,2200000.0
157,Alistair Scott,Infracost,https://www.linkedin.com/in/aiscott/,W21,0.0,2200000.0
158,Pranav Raj,Chatwoot,https://www.linkedin.com/in/pranavrajs/,W21,0.0,1730000.0
159,Sojan Jose,Chatwoot,https://in.linkedin.com/in/sojanofficial,W21,0.0,1730000.0
160,Gerardo Briones,Pagaloop,https://www.linkedin.com/in/gerardo-briones-58000813/,W21,0.0,340000.0
161,Carlos Cruz,Pagaloop,https://www.linkedin.com/in/carlos--cruz,W21,0.0,340000.0
163,Sarah Toukan,Ziina,https://www.linkedin.com/in/sarah-toukan-7821751a/,W21,0.0,30500000.0
164,Andrew Gold,Ziina,https://www.linkedin.com/in/andrew-gold-b0509662/,W21,0.0,30500000.0
165,Faisal Toukan,Ziina,https://www.linkedin.com/feed/,W21,0.0,30500000.0
166,Patrick Friday,Alokai,https://www.linkedin.com/in/fridaypwa/,W21,0.0,39100000.0
167,Filip Rakowski,Alokai,https://www.linkedin.com/in/filip-rakowski-a43671129/,W21,0.0,39100000.0
168,Bart Roszkowski,Alokai,https://www.linkedin.com/in/roszkowski/,W21,0.0,39100000.0
169,Bernard Kolobara,Lunatic,https://www.linkedin.com/in/bkolobara/,W21,0.0,0.0
170,Hrvoje Bandov,Lunatic,https://hr.linkedin.com/in/hrvoje-bandov-2b699773,W21,0.0,0.0
171,Monika Mehta,Zealth,https://linkedin.com/in/monika-mehta-657ba786,W21,0.0,130000.0
172,Dheeraj Mundhra,Zealth,https://linkedin.com/in/dmundhra,W21,0.0,130000.0
173,Benjamín Labra,Houm,https://www.linkedin.com/in/benjam%C3%ADn-labra-72203520/,W21,0.0,10000000.0
174,Nicolas Knockaert,Houm,https://www.linkedin.com/in/nicolasknockaert/,W21,0.0,10000000.0
175,Abdulhamid Hassan,Mono,https://www.linkedin.com/in/ijbkid/,W21,0.0,2625000.0
176,Prakhar Singh,Mono,https://www.linkedin.com/in/prakharsgh/,W21,0.0,2625000.0
177,Santiago Morales,Morada Uno,https://www.linkedin.com/in/smoralesprado/,W21,0.0,7600000.0
178,Ines Gamboa Sorensen,Morada Uno,https://www.linkedin.com/in/in%C3%A9s-gamboa-sorensen-9269837a/,W21,0.0,7600000.0
179,Diego Llano,Morada Uno,https://www.linkedin.com/in/diego-llano-salas/,W21,0.0,7600000.0
180,Joao Pedro Thompson,Z1,https://www.linkedin.com/in/jo%C3%A3o-pedro-thompson-630666144/,W21,0.0,0.0
181,Thiago Achatz,Z1,https://www.linkedin.com/in/thiago-waddington-achatz-3280a297/,W21,0.0,0.0
182,Mateus Craveiro,Z1,https://www.linkedin.com/in/mccraveiro,W21,0.0,0.0
183,Sophie Secaf,Z1,https://www.linkedin.com/in/sophie-secaf-b647b891,W21,0.0,0.0
184,Julian Colina,Haystack,https://www.linkedin.com/in/julian-colina-b430b776/,W21,0.0,0.0
185,Kan Yilmaz,Haystack,https://www.linkedin.com/in/thellimist/,W21,0.0,0.0
186,Alan Karpovsky,Mendel,https://www.linkedin.com/in/alankarpovsky/,W21,0.0,40000000.0
187,Alejandro Zecler,Mendel,http://linkedin.com/in/alejandrozecler,W21,0.0,40000000.0
188,Jaime Abella,Ontop,https://www.linkedin.com/in/jaime-abella/,W21,0.0,24500000.0
189,Julian Torres,Ontop,https://www.linkedin.com/in/juliantorresgomez/,W21,0.0,24500000.0
190,Venkatesh Sakamuri,Stayflexi,https://www.linkedin.com/in/venkatsakamuri/,W21,0.0,1730000.0
191,Preetam Mohan Shetty,Stayflexi,https://www.linkedin.com/in/preetam-shetty-890202178/,W21,0.0,1730000.0
192,Krishna Sasank Talasila,Stayflexi,https://www.linkedin.com/in/sasank-stayflexi/,W21,0.0,1730000.0
193,Enoch Ko,Soraban,https://www.linkedin.com/in/koenoch/,W21,0.0,4728000.0
194,Eesha Sharma,Lamar Health,https://www.linkedin.com/in/eesha-sharma-50a99119a?trk=people-guest_people_search-card&challengeId=AQEVcjyf9X53gwAAAXTvXJu4ysPfAnEIQuq9UU2czR-m2CEZacafjf4Y_3BsXL9287GEXIePQDDHzPNCJWdgMqiIg2N04PXs1w&submissionId=757336c6-5e89-3a16-4091-740f31f76b2e,W21,0.0,0.0
195,Michael Shuffett,Compose.ai,https://www.linkedin.com/in/mshuffett,W21,0.0,2230000.0
196,Wilson Mitchell,Compose.ai,https://www.linkedin.com/in/wilsonmitchell,W21,0.0,2230000.0
197,Iliana Montauk,Manara,http://www.linkedin/in/ilianamontauk,W21,0.0,3130000.0
198,Laila Abudahi,Manara,https://www.linkedin.com/in/lailaabudahi,W21,0.0,3130000.0
199,Jeremy Lam,Venu AI,https://www.linkedin.com/in/jeremy-lam-11305b7a/,W21,0.0,0.0
200,Fanny Chen,Venu AI,https://www.linkedin.com/in/fannyc,W21,0.0,0.0
201,Justin Chen,Venu AI,https://www.linkedin.com/pub/justin-chen/60/321/49a,W21,0.0,0.0
202,Nanette Jackson,Venu AI,https://www.linkedin.com/in/nanetteleejackson/,W21,0.0,0.0
203,Patrick Nguyen,Venu AI,https://www.linkedin.com/in/pnguye34260362232/,W21,0.0,0.0
204,Michael Lee,Biodock,https://www.linkedin.com/in/mike21/,W21,0.0,2330000.0
205,Nurlybek Mursaliyev,Biodock,http://www.linkedin.com/in/nurlybek,W21,0.0,2330000.0
206,Christian Södergren,Camp,https://www.linkedin.com/in/christiansodergren/,W21,0.0,0.0
207,Pedro Pregueiro,Camp,https://www.linkedin.com/in/pedropregueiro/,W21,0.0,0.0
208,Olle Werme,Camp,https://www.linkedin.com/in/ollewerme/,W21,0.0,0.0
209,Pawan Gupta,Betterhalf,https://www.linkedin.com/in/pguptasloan/,W21,0.0,13800000.0
210,Rahul Kumar Namdev,Betterhalf,https://www.linkedin.com/in/rahulnamdev/,W21,0.0,13800000.0
211,Ivan Tsarynny,Feroot Security,https://www.linkedin.com/in/ivantsarynny/,W21,0.0,11500000.0
212,Vitaliy Lim,Feroot Security,https://linkedin.com/in/vitaliylim,W21,0.0,11500000.0
213,Gavin Thompson,Phoenix,https://www.linkedin.com/in/gavinathompson/,W21,0.0,6400000.0
214,Kevin Bache,Phoenix,https://www.linkedin.com/in/kevinbache/,W21,0.0,6400000.0
215,Michael Wang,Roger,https://www.linkedin.com/in/michael-wang-99b98237/,W21,0.0,0.0
216,Garrett Wu,Roger,https://www.linkedin.com/in/garrettwu/,W21,0.0,0.0
217,Dheeraj Jain,Redcliffe Lifetech,https://uk.linkedin.com/in/dheeraj-jain-4961352?challengeId=AQH_WYMY17jvTwAAAXS3lCwds9CeWzZFXmNa0rbrRI3rRN8kXGMEC0pvIfSICzj96-geUzT3XtlBn6n_bIUh6K0VOr4uUoBmBQ&submissionId=34695f9f-3036-3716-7fcf-56686be03875,W21,0.0,164000000.0
218,Aditya Kandoi,Redcliffe Lifetech,https://www.linkedin.com/in/adityakandoi/,W21,0.0,164000000.0
219,Christina Czap,Seer,https://www.linkedin.com/in/christina-czap/,W21,0.0,0.0
220,Felipe Saint-Jean,Seer,https://www.linkedin.com/in/felipe-saint-jean-8151a72a/,W21,0.0,0.0
221,Jabib Char,FitHub,https://www.linkedin.com/in/jabib-char-2a4a868a/,W21,0.0,0.0
222,Cristina Char,FitHub,https://www.linkedin.com/in/cristina-char/,W21,0.0,0.0
223,Andrés Iriarte,FitHub,https://www.linkedin.com/in/afiriarteh,W21,0.0,0.0
224,Alex Ramírez,FitHub,https://www.linkedin.com/in/alex-ramirez-6724b9129,W21,0.0,0.0
225,Siddharth Garimella,Rulebricks,https://www.linkedin.com/in/sidgarimella/,W21,0.0,0.0
226,Brent Wadas,BotBuilt,https://www.linkedin.com/in/brentwadas/,W21,0.0,12400000.0
227,Barrett Ames,BotBuilt,https://www.linkedin.com/in/cbames/,W21,0.0,12400000.0
